state,G1,G1_stem,G1_mono,G2,G2_stem,G2_mono,CIV,CIV_stem,CIV_mono
STATE_59000000,2024.6414130497944,2023.7899570497946,True,2024.5074330497946,2023.6093060497944,True,2025.0717796697945,2018.7181996697946,True
STATE_60000000,2024.5207549797947,2023.7296799797946,True,2024.6697599797947,2023.5901099797945,True,2024.8643878797945,2018.6985278797945,True
STATE_61000000,2024.4756941997946,2023.8384791997946,True,2024.7267665997945,2023.7285195997945,True,2024.5154229997945,2018.5775229997946,True
STATE_62000000,2024.6303194597945,2023.8151874597945,True,2024.6403569597944,2023.7566399597945,True,2025.1170905397944,2018.5058705397944,True
STATE_63000000,2024.6727200997946,2023.6578300997946,True,2024.6196964997946,2023.5942464997947,True,2025.0162283957945,2018.7462683957947,True
STATE_64000000,2024.4487113197945,2023.8656843197946,True,2024.7417383197944,2023.6721283197944,True,2024.8677945027946,2018.6182445027946,True
STATE_65000000,2024.5768947797944,2023.7918967797946,True,2024.4627607797945,2023.6848767797946,True,2024.5459572597945,2018.6100772597945,True
STATE_66000000,2024.5194923297947,2023.6552993297946,True,2024.5535166297946,2023.6032646297947,True,2025.1593209297946,2018.8149709297945,True
STATE_67000000,2024.5727247490076,2023.8291837490076,True,2024.5977567490077,2023.6668597490075,True,2024.2462905490077,2018.8339305490076,True
STATE_68000000,2024.6282217197947,2023.7783777197947,True,2024.5700674197947,2023.7368034197946,True,2025.0318415897946,2018.7100515897946,True
STATE_69000000,2024.6302409897946,2023.7948179897946,True,2024.7397025897947,2023.7549995897946,True,2025.1679825397946,2018.9132225397946,True
STATE_70000000,2024.6255511997945,2023.9006801997946,True,2024.6844691997946,2023.6852681997946,True,2025.1540600997946,2018.9628400997944,True
STATE_71000000,2024.5557336997945,2023.6969846997945,True,2024.7334359997944,2023.6730159997944,True,2025.0346323997944,2018.9019623997945,True
STATE_72000000,2024.5462439997946,2023.8463409997946,True,2024.7233099997945,2023.6265499997946,True,2024.7940713097946,2018.6751013097946,True
STATE_73000000,2024.4305157997946,2023.7984397997946,True,2024.5856217997946,2023.7182777997946,True,2025.0684751997946,2018.8328751997944,True
STATE_74000000,2024.5401515997946,2023.9156975997946,True,2024.6339249997945,2023.8572179997946,True,2024.7286365227947,2018.6410865227947,True
STATE_75000000,2024.5172601997947,2023.8135751997947,True,2024.6076511997946,2023.5573111997946,True,2025.0423096927946,2018.6517196927946,True
