time	distance
2015.76709673195	0
2015.86732576463	0.287927606352455
2015.96755479731	1.94394503816616
2016.06778382999	5.90670109867956
2016.16801286267	12.0056238879678
2016.26824189535	23.5917851965389
2016.36847092803	41.7554665506306
2016.46869996071	69.1242124467924
2016.56892899339	94.9721447043941
2016.66915802607	116.429746859239
2016.76938705876	142.683177494266
2016.86961609144	178.297432485964
2016.96984512412	226.782536987017
2017.0700741568	281.706191120092
2017.17030318948	323.66759302654
2017.27053222216	358.309569797516
2017.37076125484	379.417939514098
2017.47099028752	391.097746335861
2017.5712193202	401.292242179865
2017.67144835288	411.091731240315
2017.77167738556	421.371087413164
2017.87190641824	431.470256728937
2017.97213545092	443.176132116596
2018.0723644836	449.376114836436
2018.17259351628	449.48922615973
2018.27282254896	449.48922615973
2018.37305158164	449.971723806518
2018.47328061432	453.690746352397
2018.573509647	453.690746352397
2018.67373867968	453.690746352397
2018.77396771236	453.690746352397
2018.87419674505	453.690746352397
2018.97442577773	453.82194587327
2019.07465481041	454.185068210726
2019.17488384309	454.30675144814
2019.27511287577	454.311357708193
2019.37534190845	454.311357708193
2019.47557094113	454.311357708193
2019.57579997381	454.311357708193
2019.67602900649	454.311357708193
2019.77625803917	454.311357708193
2019.87648707185	454.311357708193
2019.97671610453	454.311357708193
2020.07694513721	454.311357708193
2020.17717416989	454.311357708193
2020.27740320257	454.311357708193
2020.37763223525	454.311357708193
2020.47786126793	454.311357708193
2020.57809030061	454.311357708193
2020.67831933329	454.719091884454
2020.77854836597	455.517499775593
2020.87877739866	456.67787429019
2020.97900643134	458.359419837819
2021.07923546402	461.644982845887
2021.1794644967	465.774313394229
2021.27969352938	470.723535070189
2021.37992256206	476.732817687634
2021.48015159474	483.502296112269
2021.58038062742	491.351765449617
2021.6806096601	500.35877521917
2021.78083869278	511.323036058816
2021.88106772546	573.819510444983
2021.98129675814	901.366381184225
2022.08152579082	901.366381184225
2022.1817548235	901.366381184225
2022.28198385618	901.366381184225
2022.38221288886	901.366381184225
2022.48244192154	901.674293988232
2022.58267095422	903.321867585751
2022.6828999869	912.878898609304
2022.78312901958	947.501195285233
2022.88335805227	1050.88612056044
2022.98358708495	1087.79315415256
2023.08381611763	1087.79315415256
2023.18404515031	1087.79315415256
2023.28427418299	1087.79315415256
2023.38450321567	1087.79315415256
2023.48473224835	1087.79315415256
2023.58496128103	1087.79315415256
2023.68519031371	1087.79315415256
2023.78541934639	1087.79315415256
2023.88564837907	1087.79315415256
2023.98587741175	1087.79315415256
2024.08610644443	1087.79315415256
2024.18633547711	1087.79315415256
2024.28656450979	1087.79315415256
2024.38679354247	1087.79315415256
2024.48702257515	1087.79315415256
2024.58725160783	1087.79315415256
2024.68748064051	1087.79315415256
2024.7877096732	1087.79315415256
2024.88793870588	1087.79315415256
2024.98816773856	1087.79315415256
2025.08839677124	1087.79315415256
2025.18862580392	1087.79315415256
2025.2888548366	1087.79315415256
2025.38908386928	1087.79315415256
2025.48931290196	1087.79315415256
2025.58954193464	1087.79315415256
2025.68977096732	1087.79315415256
2025.79	1087.79315415256
